id	camera_l	depth	qw	qx	qy	qz	tx	ty	tz
209	Seq001/img/000210.png	Seq001/depth/000210.npy	0.999994	0.000962	-0.001431	-0.002863	1.565876	-9.053019	-0.815226
210	Seq001/img/000211.png	Seq001/depth/000211.npy	0.999998	0.001700	0.000851	0.000922	0.991482	-9.018195	-0.745054
211	Seq001/img/000212.png	Seq001/depth/000212.npy	0.999999	0.001190	0.000238	0.000227	1.070419	-9.075665	-0.699358
212	Seq001/img/000213.png	Seq001/depth/000213.npy	1.000000	-0.000326	0.000071	0.000550	1.143365	-8.764462	-0.631387
213	Seq001/img/000214.png	Seq001/depth/000214.npy	1.000000	-0.000349	-0.000177	0.000378	1.141299	-8.782628	-0.657759
214	Seq001/img/000215.png	Seq001/depth/000215.npy	1.000000	-0.000044	0.000046	0.000808	1.044118	-8.891568	-0.684537
215	Seq001/img/000216.png	Seq001/depth/000216.npy	0.999999	-0.000795	0.000573	-0.000457	1.116070	-8.778148	-0.639559
216	Seq001/img/000217.png	Seq001/depth/000217.npy	1.000000	0.000175	-0.000142	-0.000149	1.083666	-9.028796	-0.714476
217	Seq001/img/000218.png	Seq001/depth/000218.npy	0.999999	-0.001318	0.000597	-0.000017	0.450269	-5.521952	-0.490048
218	Seq001/img/000219.png	Seq001/depth/000219.npy	0.999994	-0.002413	-0.000327	-0.002420	-4.830356	8.395858	0.631548
219	Seq001/img/000220.png	Seq001/depth/000220.npy	0.999999	-0.001114	-0.000617	0.001001	-4.457909	7.515406	0.606125
220	Seq001/img/000221.png	Seq001/depth/000221.npy	0.999996	0.000193	-0.000204	0.002789	-4.747097	7.682730	0.644818
221	Seq001/img/000222.png	Seq001/depth/000222.npy	0.999999	-0.000903	-0.000196	-0.000521	-1.436051	3.191322	0.222040
222	Seq001/img/000223.png	Seq001/depth/000223.npy	0.999999	-0.000147	-0.000933	0.001076	-0.868913	8.839199	0.799944
223	Seq001/img/000224.png	Seq001/depth/000224.npy	0.999999	-0.000690	-0.000264	-0.001006	-1.048207	8.963680	0.811513
224	Seq001/img/000225.png	Seq001/depth/000225.npy	0.999996	0.001447	0.002451	-0.000825	-1.157035	9.006691	0.806593
225	Seq001/img/000226.png	Seq001/depth/000226.npy	0.999998	0.001618	-0.001043	0.000135	-1.118792	8.722702	0.757755
226	Seq001/img/000227.png	Seq001/depth/000227.npy	0.999999	-0.000938	-0.000836	0.000353	-1.026340	8.764653	0.723437
227	Seq001/img/000228.png	Seq001/depth/000228.npy	0.999998	-0.001032	0.001377	-0.000712	-1.081012	-0.116375	0.100846
228	Seq001/img/000229.png	Seq001/depth/000229.npy	0.999999	0.000822	0.000358	0.000763	-7.773238	-3.501334	-0.334339
229	Seq001/img/000230.png	Seq001/depth/000230.npy	0.999997	0.002147	-0.000531	-0.000650	-2.944431	-2.136350	-0.166836
230	Seq001/img/000231.png	Seq001/depth/000231.npy	0.999995	0.003007	0.000011	-0.001201	1.438610	-9.064864	-0.785048
231	Seq001/img/000232.png	Seq001/depth/000232.npy	0.938774	-0.293088	0.070585	0.166797	13.029480	-14.620468	-1.102267
232	Seq001/img/000233.png	Seq001/depth/000233.npy	0.999984	0.002801	-0.000638	0.004809	-1.906021	7.277511	4.763588
233	Seq001/img/000234.png	Seq001/depth/000234.npy	0.999995	-0.001928	0.000479	0.002590	-1.729298	7.402406	5.035960
234	Seq001/img/000235.png	Seq001/depth/000235.npy	0.999999	0.000707	-0.000179	0.001556	-1.655205	7.304776	4.868613
235	Seq001/img/000236.png	Seq001/depth/000236.npy	0.999998	0.001521	-0.000887	0.001002	-1.666121	7.414276	4.870360
236	Seq001/img/000237.png	Seq001/depth/000237.npy	1.000000	0.000495	0.000032	0.000428	-1.629535	7.387498	4.900385
237	Seq001/img/000238.png	Seq001/depth/000238.npy	0.999999	0.000518	-0.000170	0.001009	-1.586239	7.561435	4.922285
238	Seq001/img/000239.png	Seq001/depth/000239.npy	0.999999	-0.000218	-0.000533	0.000982	1.316545	0.452729	0.833045
239	Seq001/img/000240.png	Seq001/depth/000240.npy	0.999998	-0.001750	0.000872	-0.000424	8.097661	-0.193352	2.696429
240	Seq001/img/000241.png	Seq001/depth/000241.npy	0.999999	0.000220	0.001351	0.000664	2.266296	-0.641841	0.421945
241	Seq001/img/000242.png	Seq001/depth/000242.npy	0.999988	-0.003734	0.001409	0.002921	1.370637	-7.437467	-5.074148
242	Seq001/img/000243.png	Seq001/depth/000243.npy	0.999996	-0.002518	0.000875	0.001071	1.655887	-7.466666	-5.063414
243	Seq001/img/000244.png	Seq001/depth/000244.npy	0.999998	-0.001538	0.000744	-0.000317	1.517169	-7.278497	-4.909568
244	Seq001/img/000245.png	Seq001/depth/000245.npy	0.999999	-0.000918	0.000567	-0.000517	1.632906	-7.314276	-4.963710
245	Seq001/img/000246.png	Seq001/depth/000246.npy	0.999999	-0.001183	0.000912	-0.000307	1.554834	-7.230422	-4.950025
246	Seq001/img/000247.png	Seq001/depth/000247.npy	1.000000	-0.000054	-0.000624	0.000128	1.658033	-7.399222	-5.116615
247	Seq001/img/000248.png	Seq001/depth/000248.npy	1.000000	-0.000772	0.000281	0.000307	1.557888	-7.227617	-4.919672
248	Seq001/img/000249.png	Seq001/depth/000249.npy	0.999998	-0.001512	-0.000128	-0.001257	3.310153	-14.779994	-10.108757
249	Seq001/img/000250.png	Seq001/depth/000250.npy	0.999994	-0.000055	-0.001521	-0.003055	1.091690	-0.884462	-0.491857
250	Seq001/img/000251.png	Seq001/depth/000251.npy	0.999986	-0.003589	0.001428	0.003512	8.568845	-0.503444	2.916111
251	Seq001/img/000252.png	Seq001/depth/000252.npy	0.999997	-0.000660	0.001460	0.001902	2.188598	0.326659	0.893737
252	Seq001/img/000253.png	Seq001/depth/000253.npy	0.999995	-0.001900	0.000717	-0.002242	-1.947360	7.459879	5.274079
253	Seq001/img/000254.png	Seq001/depth/000254.npy	1.000000	0.000563	0.000036	-0.000118	-1.565755	7.224004	5.093858
254	Seq001/img/000255.png	Seq001/depth/000255.npy	0.999999	-0.000703	0.000500	0.000684	-1.700775	7.188661	5.167657
255	Seq001/img/000256.png	Seq001/depth/000256.npy	0.999999	-0.000203	0.000190	0.001005	-1.661259	7.243720	5.164057
256	Seq001/img/000257.png	Seq001/depth/000257.npy	1.000000	0.000224	-0.000311	0.000339	-1.552916	7.136675	5.080512
257	Seq001/img/000258.png	Seq001/depth/000258.npy	1.000000	0.000403	-0.000012	-0.000156	-1.642665	7.218610	5.122502
258	Seq001/img/000259.png	Seq001/depth/000259.npy	0.999999	0.000956	-0.000598	0.000418	-1.602836	7.265015	5.082107
259	Seq001/img/000260.png	Seq001/depth/000260.npy	1.000000	0.000062	0.000208	0.000032	-1.640912	7.230640	5.128989
260	Seq001/img/000261.png	Seq001/depth/000261.npy	1.000000	0.000438	-0.000131	-0.000773	-1.594145	7.251591	5.156301
261	Seq001/img/000262.png	Seq001/depth/000262.npy	1.000000	0.000115	-0.000800	-0.000094	0.227384	1.542319	1.347069
262	Seq001/img/000263.png	Seq001/depth/000263.npy	0.999998	-0.001682	0.001006	-0.001066	8.811901	-0.408462	2.974668
263	Seq001/img/000264.png	Seq001/depth/000264.npy	0.999999	0.000366	0.001288	0.001068	2.425621	-0.591384	0.608785
264	Seq001/img/000265.png	Seq001/depth/000265.npy	0.999992	-0.001907	0.001026	0.003285	1.346475	-7.280550	-5.409209
265	Seq001/img/000266.png	Seq001/depth/000266.npy	0.999998	-0.001688	0.000253	-0.001003	1.693356	-7.388628	-5.219345
266	Seq001/img/000267.png	Seq001/depth/000267.npy	0.999999	-0.000405	-0.000433	-0.001567	1.621081	-7.117327	-5.173300
267	Seq001/img/000268.png	Seq001/depth/000268.npy	1.000000	-0.000323	-0.000221	-0.000003	1.628925	-7.228851	-5.235136
268	Seq001/img/000269.png	Seq001/depth/000269.npy	1.000000	0.000496	-0.000323	0.000055	1.637913	-7.062644	-5.134497
269	Seq001/img/000270.png	Seq001/depth/000270.npy	1.000000	-0.000133	-0.000122	0.000373	1.647885	-7.235814	-5.161245
270	Seq001/img/000271.png	Seq001/depth/000271.npy	1.000000	-0.000683	0.000180	-0.000055	1.646415	-7.238382	-5.198470
271	Seq001/img/000272.png	Seq001/depth/000272.npy	1.000000	0.000143	0.000668	-0.000071	1.538056	-7.131446	-5.189442
272	Seq001/img/000273.png	Seq001/depth/000273.npy	1.000000	-0.000311	-0.000457	-0.000352	1.628848	-7.123448	-5.098850
273	Seq001/img/000274.png	Seq001/depth/000274.npy	0.999997	-0.000234	-0.000882	-0.002094	1.068749	-2.358833	-1.581902
274	Seq001/img/000275.png	Seq001/depth/000275.npy	0.999996	0.001167	-0.000672	0.002440	8.891772	-0.561274	3.069349
275	Seq001/img/000276.png	Seq001/depth/000276.npy	0.999999	0.000654	0.000942	0.001190	2.354368	0.141366	0.895001
276	Seq001/img/000277.png	Seq001/depth/000277.npy	0.999993	0.000210	0.000762	-0.003719	-2.051892	7.448201	5.243691
277	Seq001/img/000278.png	Seq001/depth/000278.npy	0.999999	-0.001224	0.000298	0.000734	-1.623214	7.253239	5.239775
278	Seq001/img/000279.png	Seq001/depth/000279.npy	0.999996	0.000555	-0.002597	0.001022	-1.512104	6.974437	5.036901
279	Seq001/img/000280.png	Seq001/depth/000280.npy	0.999999	-0.001046	0.000962	0.000884	-1.721908	7.262050	5.240551
280	Seq001/img/000281.png	Seq001/depth/000281.npy	0.999999	0.000660	0.000156	0.000899	-1.668452	7.258662	5.237285
281	Seq001/img/000282.png	Seq001/depth/000282.npy	0.999999	0.001296	0.000035	0.001098	-1.605418	7.120301	5.091253
282	Seq001/img/000283.png	Seq001/depth/000283.npy	1.000000	0.000779	0.000323	0.000027	-1.555992	7.228944	5.174000
283	Seq001/img/000284.png	Seq001/depth/000284.npy	1.000000	0.000190	0.000492	-0.000669	-1.602561	7.125559	5.093725
284	Seq001/img/000285.png	Seq001/depth/000285.npy	1.000000	-0.000397	0.000186	-0.000318	-1.509695	7.311296	5.254354
285	Seq001/img/000286.png	Seq001/depth/000286.npy	0.999999	0.000432	-0.001170	-0.000024	-0.189498	2.925242	2.232894
286	Seq001/img/000287.png	Seq001/depth/000287.npy	0.999998	-0.000939	0.000813	-0.001855	8.772189	-0.530400	3.004204
287	Seq001/img/000288.png	Seq001/depth/000288.npy	0.999999	0.000515	0.001582	0.000427	2.332349	-0.619062	0.551930
288	Seq001/img/000289.png	Seq001/depth/000289.npy	0.999996	-0.002094	0.000739	0.001958	1.470406	-7.346249	-5.486485
289	Seq001/img/000290.png	Seq001/depth/000290.npy	0.999998	-0.002014	0.000089	0.000264	1.749809	-7.194141	-5.135918
290	Seq001/img/000291.png	Seq001/depth/000291.npy	0.999999	-0.001224	-0.000644	-0.000754	1.643527	-7.078189	-5.101065
291	Seq001/img/000292.png	Seq001/depth/000292.npy	0.999998	0.000052	-0.001338	-0.001148	1.733996	-7.285281	-5.405660
292	Seq001/img/000293.png	Seq001/depth/000293.npy	0.999999	-0.000474	0.000961	-0.000521	1.598903	-7.083905	-5.028923
293	Seq001/img/000294.png	Seq001/depth/000294.npy	1.000000	-0.000522	0.000290	0.000324	1.546593	-7.057564	-5.258212
294	Seq001/img/000295.png	Seq001/depth/000295.npy	1.000000	-0.000193	-0.000262	-0.000698	1.702628	-7.128411	-5.172282
295	Seq001/img/000296.png	Seq001/depth/000296.npy	1.000000	-0.000075	0.000723	0.000560	1.643522	-7.127605	-5.254887
296	Seq001/img/000297.png	Seq001/depth/000297.npy	0.999999	0.001209	-0.000234	0.000598	1.627717	-7.176945	-5.331412
297	Seq001/img/000298.png	Seq001/depth/000298.npy	0.648673	0.008257	-0.007870	0.760982	-41.310556	-23.689974	-35.760641
298	Seq001/img/000299.png	Seq001/depth/000299.npy	0.999764	-0.000095	0.001041	-0.021685	-1.473372	-8.067198	3.028464
299	Seq001/img/000300.png	Seq001/depth/000300.npy	0.999976	-0.000475	0.000157	-0.006925	-1.379080	-8.373044	3.000125
300	Seq001/img/000301.png	Seq001/depth/000301.npy	0.999794	-0.013265	-0.014828	-0.004102	-0.592441	-9.917636	3.272490
301	Seq001/img/000302.png	Seq001/depth/000302.npy	0.999005	0.026267	0.035903	-0.003122	-0.772924	0.316631	1.136856
302	Seq001/img/000303.png	Seq001/depth/000303.npy	0.999761	-0.013542	-0.017075	0.001674	7.998441	-0.766745	5.919050
303	Seq001/img/000304.png	Seq001/depth/000304.npy	0.999999	0.001123	0.000321	0.000107	2.049668	0.635605	1.120583
304	Seq001/img/000305.png	Seq001/depth/000305.npy	0.999982	0.003471	0.002910	-0.004051	0.702154	8.730677	-3.370545
305	Seq001/img/000306.png	Seq001/depth/000306.npy	0.999993	0.001934	0.003040	0.001092	1.040052	8.436888	-3.162066
306	Seq001/img/000307.png	Seq001/depth/000307.npy	0.999994	-0.000056	0.002811	-0.002175	2.135000	16.880792	-6.254597
307	Seq001/img/000308.png	Seq001/depth/000308.npy	1.000000	0.000038	-0.000160	0.000012	1.036713	8.317446	-3.152485
308	Seq001/img/000309.png	Seq001/depth/000309.npy	0.999999	0.000082	-0.000008	0.001216	1.000805	8.326673	-3.130431
309	Seq001/img/000310.png	Seq001/depth/000310.npy	0.999999	0.000742	0.000249	-0.000829	1.052489	8.499858	-3.158753
310	Seq001/img/000311.png	Seq001/depth/000311.npy	1.000000	-0.000071	-0.000559	-0.000545	1.075114	8.343146	-3.161464
311	Seq001/img/000312.png	Seq001/depth/000312.npy	0.999997	-0.001941	-0.001288	0.000106	1.202537	0.737149	0.585096
312	Seq001/img/000313.png	Seq001/depth/000313.npy	0.999979	-0.002982	-0.005356	-0.002102	6.906960	1.607776	4.762675
313	Seq001/img/000314.png	Seq001/depth/000314.npy	0.999995	0.000576	-0.003036	0.000509	1.849842	-0.152870	1.563330
314	Seq001/img/000315.png	Seq001/depth/000315.npy	0.999995	-0.001460	-0.001181	0.002543	-1.095939	-8.663502	3.064125
315	Seq001/img/000316.png	Seq001/depth/000316.npy	0.999999	-0.001286	0.000440	0.000244	-0.883305	-8.517432	3.177341
316	Seq001/img/000317.png	Seq001/depth/000317.npy	1.000000	-0.000401	-0.000178	0.000124	-1.040766	-8.405152	3.064078
317	Seq001/img/000318.png	Seq001/depth/000318.npy	1.000000	-0.000555	-0.000232	-0.000047	-0.989311	-8.440604	3.044623
318	Seq001/img/000319.png	Seq001/depth/000319.npy	0.999996	-0.001366	-0.002120	-0.001303	-0.959160	-8.616597	3.074213
319	Seq001/img/000320.png	Seq001/depth/000320.npy	1.000000	-0.000308	0.000224	-0.000730	-0.920016	-8.407152	3.031350
320	Seq001/img/000321.png	Seq001/depth/000321.npy	0.999999	0.000534	-0.001452	0.000227	-1.019682	-8.511855	2.948722
321	Seq001/img/000322.png	Seq001/depth/000322.npy	1.000000	-0.000096	0.000830	0.000281	-0.872506	-8.374468	3.047543
322	Seq001/img/000323.png	Seq001/depth/000323.npy	0.999998	-0.000618	0.000052	-0.001701	0.245191	-1.920416	0.969173
323	Seq001/img/000324.png	Seq001/depth/000324.npy	0.999972	0.004167	0.004312	0.004405	7.542034	1.102990	5.358396
324	Seq001/img/000325.png	Seq001/depth/000325.npy	0.999999	0.000985	0.000965	0.000747	2.135790	0.634997	1.196356
325	Seq001/img/000326.png	Seq001/depth/000326.npy	0.999973	0.002907	0.005529	-0.003938	0.816878	8.686273	-3.278189
326	Seq001/img/000327.png	Seq001/depth/000327.npy	0.999980	0.003120	0.005464	0.000001	1.043608	8.524188	-3.166305
327	Seq001/img/000328.png	Seq001/depth/000328.npy	0.999995	0.001276	0.002750	0.000990	0.941215	8.350595	-3.133574
328	Seq001/img/000329.png	Seq001/depth/000329.npy	0.999999	0.000579	0.000577	0.000724	2.177845	16.840430	-6.446088
329	Seq001/img/000330.png	Seq001/depth/000330.npy	1.000000	0.000165	-0.000069	-0.000247	1.075279	8.254919	-3.146813
330	Seq001/img/000331.png	Seq001/depth/000331.npy	1.000000	0.000407	0.000354	-0.000401	1.062582	8.428586	-3.291614
331	Seq001/img/000332.png	Seq001/depth/000332.npy	1.000000	-0.000660	-0.000438	0.000441	1.108613	8.322367	-3.172035
332	Seq001/img/000333.png	Seq001/depth/000333.npy	0.999999	-0.001152	-0.000499	0.000459	0.844667	3.202194	-0.853332
333	Seq001/img/000334.png	Seq001/depth/000334.npy	0.999985	-0.002245	-0.004905	-0.000150	7.454485	1.385659	5.424262
334	Seq001/img/000335.png	Seq001/depth/000335.npy	0.999998	0.001035	-0.001773	0.000591	1.797812	0.003147	1.664615
335	Seq001/img/000336.png	Seq001/depth/000336.npy	0.999997	-0.000016	-0.000805	0.002421	-1.309310	-8.781178	3.024470
336	Seq001/img/000337.png	Seq001/depth/000337.npy	0.999994	-0.001171	0.001047	-0.003202	-0.902660	-8.291118	3.231137
337	Seq001/img/000338.png	Seq001/depth/000338.npy	0.999999	-0.000487	0.000995	-0.000809	-1.016288	-8.387866	3.180504
338	Seq001/img/000339.png	Seq001/depth/000339.npy	1.000000	-0.000348	-0.000074	-0.000742	-1.053312	-8.407065	3.094579
339	Seq001/img/000340.png	Seq001/depth/000340.npy	0.999999	-0.001241	-0.001074	0.000482	-2.932743	-25.386274	9.501569
340	Seq001/img/000341.png	Seq001/depth/000341.npy	0.999999	0.001373	0.000952	-0.000268	-1.102300	-8.186671	3.006036
341	Seq001/img/000342.png	Seq001/depth/000342.npy	0.999999	-0.000259	-0.000329	-0.001014	-0.061259	-4.280684	1.879999
342	Seq001/img/000343.png	Seq001/depth/000343.npy	0.999981	-0.002771	-0.005017	0.002239	7.585442	1.164115	5.699437
343	Seq001/img/000344.png	Seq001/depth/000344.npy	0.999999	0.000163	-0.000937	0.000693	2.023292	0.597235	1.191230
344	Seq001/img/000345.png	Seq001/depth/000345.npy	0.999978	0.002525	0.004804	-0.003769	0.728727	8.799905	-3.442834
345	Seq001/img/000346.png	Seq001/depth/000346.npy	0.999984	0.002002	0.004954	0.001678	0.974459	8.412054	-3.096199
346	Seq001/img/000347.png	Seq001/depth/000347.npy	0.999988	0.002190	0.003765	0.002179	2.061662	16.855719	-6.360339
347	Seq001/img/000348.png	Seq001/depth/000348.npy	0.999999	-0.000359	-0.001066	-0.000473	1.093395	8.222959	-3.171659
348	Seq001/img/000349.png	Seq001/depth/000349.npy	1.000000	-0.000163	-0.000834	-0.000516	1.061959	8.278998	-3.161711
349	Seq001/img/000350.png	Seq001/depth/000350.npy	0.999999	-0.000355	-0.000127	-0.001215	1.100580	8.309514	-3.113700
350	Seq001/img/000351.png	Seq001/depth/000351.npy	0.999999	-0.000507	-0.000291	0.001320	1.087708	8.529040	-3.174050
351	Seq001/img/000352.png	Seq001/depth/000352.npy	1.000000	-0.000559	-0.000486	0.000605	1.043377	5.536932	-1.879243
352	Seq001/img/000353.png	Seq001/depth/000353.npy	0.999968	-0.003727	-0.006886	-0.001681	7.540056	1.464302	5.410549
353	Seq001/img/000354.png	Seq001/depth/000354.npy	0.999996	0.000866	-0.002398	0.000872	1.758257	-0.131985	1.596262
354	Seq001/img/000355.png	Seq001/depth/000355.npy	0.999995	-0.000753	-0.000550	0.003153	-1.094902	-8.650310	3.082537
355	Seq001/img/000356.png	Seq001/depth/000356.npy	0.999997	-0.000793	-0.000400	-0.002063	-1.010581	-8.427304	3.172874
356	Seq001/img/000357.png	Seq001/depth/000357.npy	0.999999	-0.000407	-0.000366	-0.001564	-1.063495	-8.495764	3.145075
357	Seq001/img/000358.png	Seq001/depth/000358.npy	0.999999	-0.000956	-0.000558	-0.000499	-0.925246	-8.350495	3.068991
358	Seq001/img/000359.png	Seq001/depth/000359.npy	0.999999	0.000354	-0.000838	-0.000709	-0.941919	-8.400418	3.099255
359	Seq001/img/000360.png	Seq001/depth/000360.npy	1.000000	-0.000884	-0.000112	0.000422	-0.989347	-8.465625	3.116418
360	Seq001/img/000361.png	Seq001/depth/000361.npy	0.682622	-0.004599	-0.002410	0.730753	-78.794745	1.493864	-61.343053
361	Seq001/img/000362.png	Seq001/depth/000362.npy	0.999810	0.000859	0.002127	-0.019337	0.520275	-7.606105	5.172457
362	Seq001/img/000363.png	Seq001/depth/000363.npy	0.999996	0.000716	0.001660	-0.002323	0.839678	-7.257424	4.983350
363	Seq001/img/000364.png	Seq001/depth/000364.npy	0.999998	0.000471	0.001228	-0.001602	0.860582	-7.374827	5.108723
364	Seq001/img/000365.png	Seq001/depth/000365.npy	0.999999	0.000257	0.000625	-0.001117	0.892793	-7.498234	5.197546
365	Seq001/img/000366.png	Seq001/depth/000366.npy	0.999999	0.000843	0.000741	-0.001259	0.945797	-7.269426	5.052306
366	Seq001/img/000367.png	Seq001/depth/000367.npy	0.999999	-0.001204	0.000700	-0.000746	2.563491	-21.966451	15.345038
367	Seq001/img/000368.png	Seq001/depth/000368.npy	0.999998	0.001358	-0.001247	-0.000845	0.852169	-7.301860	5.219467
368	Seq001/img/000369.png	Seq001/depth/000369.npy	0.999998	-0.000719	-0.000553	0.001790	-0.933974	-0.685863	0.830755
369	Seq001/img/000370.png	Seq001/depth/000370.npy	0.999882	0.012262	-0.008265	-0.004221	-15.746309	46.307714	-27.732249
370	Seq001/img/000371.png	Seq001/depth/000371.npy	1.000000	-0.000092	0.000091	0.000514	-1.011631	7.199775	-5.268353
371	Seq001/img/000372.png	Seq001/depth/000372.npy	0.999999	-0.000510	-0.000072	-0.001650	-1.049092	7.221628	-5.278535
372	Seq001/img/000373.png	Seq001/depth/000373.npy	0.999998	-0.000209	0.000126	-0.002196	-1.046403	7.248965	-5.318234
373	Seq001/img/000374.png	Seq001/depth/000374.npy	0.999998	-0.001425	-0.000884	-0.000521	-0.698279	1.319245	-0.640057
374	Seq001/img/000375.png	Seq001/depth/000375.npy	0.999976	-0.002594	0.002098	-0.006058	-8.655655	1.287945	2.969472
375	Seq001/img/000376.png	Seq001/depth/000376.npy	0.999993	-0.000087	0.002439	-0.002731	-2.309785	-0.033708	1.073482
376	Seq001/img/000377.png	Seq001/depth/000377.npy	0.999969	-0.001874	0.001156	-0.007514	1.420794	-7.586292	5.352976
377	Seq001/img/000378.png	Seq001/depth/000378.npy	0.999975	-0.001780	0.000454	-0.006783	1.205575	-7.184565	5.172300
378	Seq001/img/000379.png	Seq001/depth/000379.npy	0.999986	-0.001064	0.000285	-0.005169	1.375714	-7.198966	5.091749
379	Seq001/img/000380.png	Seq001/depth/000380.npy	0.999989	-0.000513	0.000350	-0.004671	1.479751	-7.416551	5.269908
380	Seq001/img/000381.png	Seq001/depth/000381.npy	0.999995	0.000431	-0.000093	-0.003167	1.441061	-7.177772	5.232575
381	Seq001/img/000382.png	Seq001/depth/000382.npy	0.999980	0.000646	0.000199	-0.006365	3.117713	-14.363526	10.269565
382	Seq001/img/000383.png	Seq001/depth/000383.npy	0.999984	-0.000718	-0.001317	-0.005390	1.634155	-7.226351	5.159290
383	Seq001/img/000384.png	Seq001/depth/000384.npy	0.999996	0.000756	0.000339	-0.002705	1.717100	-7.066947	5.132788
384	Seq001/img/000385.png	Seq001/depth/000385.npy	1.000000	-0.000023	-0.000810	0.000149	-0.073701	-1.772415	1.471823
385	Seq001/img/000386.png	Seq001/depth/000386.npy	0.999921	0.003539	-0.002208	0.011895	-8.883570	0.257346	3.073061
386	Seq001/img/000387.png	Seq001/depth/000387.npy	0.999996	0.001118	-0.000689	0.002654	-2.387318	0.459923	0.421442
387	Seq001/img/000388.png	Seq001/depth/000388.npy	0.999934	0.003517	-0.001017	0.010853	-1.352039	7.528200	-5.452591
388	Seq001/img/000389.png	Seq001/depth/000389.npy	0.999983	0.002137	-0.001969	0.005077	-1.489976	6.978770	-5.209562
389	Seq001/img/000390.png	Seq001/depth/000390.npy	0.999960	0.000762	0.000253	0.008860	-1.407497	7.173046	-5.241991
390	Seq001/img/000391.png	Seq001/depth/000391.npy	0.999956	0.000881	-0.000950	0.009342	-1.302056	7.254405	-5.332676
391	Seq001/img/000392.png	Seq001/depth/000392.npy	0.999990	0.000080	-0.000230	0.004497	-1.118989	7.191729	-5.350844
392	Seq001/img/000393.png	Seq001/depth/000393.npy	0.999998	0.000198	0.000493	0.002025	-1.101943	7.189345	-5.335171
393	Seq001/img/000394.png	Seq001/depth/000394.npy	1.000000	0.000052	-0.000068	0.000369	-0.964305	7.158450	-5.349801
394	Seq001/img/000395.png	Seq001/depth/000395.npy	1.000000	-0.000483	-0.000081	0.000670	-0.986010	7.165534	-5.295040
395	Seq001/img/000396.png	Seq001/depth/000396.npy	0.999999	-0.000510	0.000876	0.000498	-1.035979	7.222621	-5.316215
396	Seq001/img/000397.png	Seq001/depth/000397.npy	0.999999	-0.001407	-0.000744	0.000224	-0.926632	2.680674	-1.686767
397	Seq001/img/000398.png	Seq001/depth/000398.npy	0.999997	-0.001627	0.001557	-0.001007	-8.700861	1.480831	3.000937
398	Seq001/img/000399.png	Seq001/depth/000399.npy	0.999998	-0.000281	0.001591	-0.001057	-2.296793	0.085546	1.013469
399	Seq001/img/000400.png	Seq001/depth/000400.npy	0.999995	0.000447	0.000505	-0.002992	1.293606	-7.749979	5.472317
400	Seq001/img/000401.png	Seq001/depth/000401.npy	0.999993	-0.000803	0.000100	0.003733	0.986639	-7.100666	5.235020
401	Seq001/img/000402.png	Seq001/depth/000402.npy	0.999999	-0.000600	0.000039	0.001469	0.922345	-7.131508	5.182890
402	Seq001/img/000403.png	Seq001/depth/000403.npy	0.999999	-0.000713	0.000344	0.000744	1.159585	-7.376482	5.267900
403	Seq001/img/000404.png	Seq001/depth/000404.npy	1.000000	-0.000364	-0.000031	0.000090	0.915427	-7.288216	5.329336
404	Seq001/img/000405.png	Seq001/depth/000405.npy	0.999999	0.000399	-0.001118	0.000769	0.808774	-7.149334	5.253457
405	Seq001/img/000406.png	Seq001/depth/000406.npy	0.999998	0.000450	0.000879	-0.001828	1.110755	-7.442946	5.318696
406	Seq001/img/000407.png	Seq001/depth/000407.npy	0.999999	-0.001117	-0.000761	0.000598	0.845127	-7.237171	5.236056
407	Seq001/img/000408.png	Seq001/depth/000408.npy	0.999999	0.001241	0.000641	-0.000576	1.102154	-7.228632	5.183368
408	Seq001/img/000409.png	Seq001/depth/000409.npy	0.999999	-0.000635	-0.000722	0.001052	-0.134184	-3.093587	2.478614
409	Seq001/img/000410.png	Seq001/depth/000410.npy	0.999989	0.003386	-0.002151	-0.002241	-8.690908	1.414177	3.118266
410	Seq001/img/000411.png	Seq001/depth/000411.npy	0.999999	0.001364	0.000126	-0.000609	-2.437226	0.694590	0.444377
411	Seq001/img/000412.png	Seq001/depth/000412.npy	0.999994	0.002576	-0.001104	0.002100	-0.746805	7.367593	-5.531647
412	Seq001/img/000413.png	Seq001/depth/000413.npy	0.999993	0.003248	-0.001801	0.000309	-0.921902	7.139009	-5.345530
413	Seq001/img/000414.png	Seq001/depth/000414.npy	0.999999	0.001004	-0.000824	0.000148	-1.118151	7.175886	-5.398790
414	Seq001/img/000415.png	Seq001/depth/000415.npy	1.000000	0.000537	-0.000264	-0.000312	-1.028189	7.157986	-5.399676
415	Seq001/img/000416.png	Seq001/depth/000416.npy	0.999999	-0.001196	0.000334	0.000665	-1.008592	7.237966	-5.480647
416	Seq001/img/000417.png	Seq001/depth/000417.npy	1.000000	-0.000305	-0.000160	-0.000397	-1.053216	7.011094	-5.296949
417	Seq001/img/000418.png	Seq001/depth/000418.npy	1.000000	-0.000028	0.000372	0.000302	-1.012885	7.072575	-5.352407
418	Seq001/img/000419.png	Seq001/depth/000419.npy	0.999999	-0.000500	-0.000288	-0.000874	-1.035431	7.200622	-5.385894
419	Seq001/img/000420.png	Seq001/depth/000420.npy	1.000000	0.000504	-0.000819	-0.000110	-1.086045	7.173178	-5.381838
