id	camera_l	qw	qx	qy	qz	tx	ty	tz
741	traj_0000/img/image_1_1579.png	0.999582	0.005130	0.000366	-0.028435	0.435808	0.193270	0.120757
744	traj_0000/img/image_1_1582.png	0.999640	0.003667	0.000647	-0.026554	0.438446	0.194858	0.125678
747	traj_0000/img/image_1_1585.png	0.998971	0.004909	0.001090	-0.045076	0.741426	0.312953	0.217833
750	traj_0000/img/image_1_1588.png	0.999582	0.006986	-0.001223	-0.028027	0.447632	0.201645	0.134359
753	traj_0000/img/image_1_1591.png	0.999581	0.008971	-0.001817	-0.027461	0.441165	0.203547	0.129511
756	traj_0000/img/image_1_1594.png	0.999152	0.007648	-0.002607	-0.040373	0.611744	0.279336	0.174187
759	traj_0000/img/image_1_1597.png	0.998982	0.005085	-0.001440	-0.044810	0.608644	0.288614	0.161946
762	traj_0000/img/image_1_1600.png	0.999377	0.006678	-0.001187	-0.034647	0.460824	0.239241	0.115349
765	traj_0000/img/image_1_1603.png	0.999318	0.008066	-0.000005	-0.036036	0.463254	0.254197	0.106260
768	traj_0000/img/image_1_1606.png	0.999272	0.007515	-0.000659	-0.037403	0.454984	0.265342	0.092260
771	traj_0000/img/image_1_1609.png	0.998667	0.011475	-0.001691	-0.050296	0.624413	0.384528	0.106322
774	traj_0000/img/image_1_1612.png	0.999008	0.012030	-0.000510	-0.042876	0.611969	0.412970	0.088723
777	traj_0000/img/image_1_1615.png	0.998752	0.017122	-0.002202	-0.046866	0.774515	0.545143	0.108426
780	traj_0000/img/image_1_1618.png	0.999580	0.008722	-0.001930	-0.027569	0.461153	0.349730	0.058655
783	traj_0000/img/image_1_1621.png	0.998324	0.017816	-0.005806	-0.054760	0.940068	0.689823	0.119025
786	traj_0000/img/image_1_1624.png	0.999507	0.011000	-0.004261	-0.029107	0.467027	0.373890	0.052971
789	traj_0000/img/image_1_1627.png	0.999512	0.008415	-0.003397	-0.029898	0.464970	0.382095	0.046764
792	traj_0000/img/image_1_1630.png	0.999542	0.007711	-0.004272	-0.028960	0.462326	0.391634	0.042864
795	traj_0000/img/image_1_1633.png	0.999262	0.011101	-0.005660	-0.036336	0.610379	0.523865	0.055885
798	traj_0000/img/image_1_1636.png	0.999600	0.009111	-0.003497	-0.026545	0.455035	0.409190	0.040315
801	traj_0000/img/image_1_1639.png	0.999341	0.013338	-0.003284	-0.033596	0.600200	0.543268	0.054760
804	traj_0000/img/image_1_1642.png	0.999665	0.006382	-0.000947	-0.025053	0.448106	0.419466	0.038675
807	traj_0000/img/image_1_1645.png	0.999653	0.004658	-0.000490	-0.025930	0.445134	0.422536	0.040073
810	traj_0000/img/image_1_1648.png	0.999647	0.002670	-0.000156	-0.026432	0.433300	0.418409	0.039029
813	traj_0000/img/image_1_1651.png	0.999616	0.003334	0.000711	-0.027510	0.439350	0.433541	0.041619
816	traj_0000/img/image_1_1654.png	0.999589	0.004893	0.000401	-0.028237	0.434809	0.441590	0.044087
819	traj_0000/img/image_1_1657.png	0.999605	0.006827	-0.001511	-0.027230	0.429991	0.451620	0.044299
822	traj_0000/img/image_1_1660.png	0.999663	0.007049	-0.001701	-0.024937	0.417162	0.451265	0.044562
825	traj_0000/img/image_1_1663.png	0.999694	0.006269	-0.001897	-0.023852	0.421874	0.467289	0.048541
828	traj_0000/img/image_1_1666.png	0.999507	0.007172	-0.000917	-0.030554	0.557331	0.621475	0.071830
831	traj_0000/img/image_1_1669.png	0.999576	0.003696	-0.000418	-0.028894	0.562064	0.639141	0.080815
834	traj_0000/img/image_1_1672.png	0.999532	0.001392	0.000197	-0.030549	0.549610	0.636281	0.087375
837	traj_0000/img/image_1_1675.png	0.999710	0.001893	-0.000846	-0.023977	0.408943	0.491889	0.071001
840	traj_0000/img/image_1_1678.png	0.999710	0.005455	-0.000588	-0.023439	0.402593	0.500316	0.071910
843	traj_0000/img/image_1_1681.png	0.999742	0.006933	-0.001011	-0.021585	0.390050	0.498257	0.070590
846	traj_0000/img/image_1_1684.png	0.999547	0.010534	-0.000641	-0.028201	0.532324	0.686387	0.094240
849	traj_0000/img/image_1_1687.png	0.999619	0.009401	-0.001371	-0.025934	0.517675	0.684617	0.091389
852	traj_0000/img/image_1_1690.png	0.999807	0.005770	-0.001817	-0.018671	0.386752	0.524892	0.069245
855	traj_0000/img/image_1_1693.png	0.999820	0.007305	-0.000954	-0.017481	0.384273	0.527187	0.071000
858	traj_0000/img/image_1_1696.png	0.999562	0.010147	-0.002765	-0.027667	0.640146	0.867887	0.122161
861	traj_0000/img/image_1_1699.png	0.999859	0.003831	-0.001500	-0.016254	0.369518	0.515599	0.073412
864	traj_0000/img/image_1_1702.png	0.999870	0.002749	-0.000879	-0.015864	0.374430	0.525139	0.080161
867	traj_0000/img/image_1_1705.png	0.999886	0.002728	-0.000559	-0.014871	0.372104	0.523759	0.088770
870	traj_0000/img/image_1_1708.png	0.999786	0.005111	0.000687	-0.020048	0.491466	0.684075	0.134452
873	traj_0000/img/image_1_1711.png	0.999881	0.001686	0.000077	-0.015334	0.367838	0.516805	0.114300
876	traj_0000/img/image_1_1714.png	0.999799	0.002656	-0.001378	-0.019803	0.485579	0.677684	0.169448
879	traj_0000/img/image_1_1717.png	0.999770	0.004069	-0.001331	-0.021016	0.490303	0.688077	0.183129
882	traj_0000/img/image_1_1720.png	0.999869	0.003509	0.000543	-0.015820	0.352340	0.506614	0.135190
885	traj_0000/img/image_1_1723.png	0.999834	0.005109	0.001679	-0.017407	0.357033	0.517694	0.141012
888	traj_0000/img/image_1_1726.png	0.999842	0.004559	-0.000245	-0.017163	0.354049	0.519554	0.143700
891	traj_0000/img/image_1_1729.png	0.999734	0.005473	-0.000507	-0.022408	0.465357	0.684658	0.188232
894	traj_0000/img/image_1_1732.png	0.999859	0.005204	0.000070	-0.015954	0.346745	0.520548	0.140737
897	traj_0000/img/image_1_1735.png	0.999767	0.006992	-0.002252	-0.020280	0.456393	0.683778	0.184439
900	traj_0000/img/image_1_1738.png	0.999882	0.004815	-0.000914	-0.014535	0.338953	0.519057	0.136373
903	traj_0000/img/image_1_1741.png	0.999893	0.005269	-0.000837	-0.013603	0.338090	0.516013	0.134720
906	traj_0000/img/image_1_1744.png	0.999878	0.004661	-0.002758	-0.014660	0.448308	0.673041	0.175992
909	traj_0000/img/image_1_1747.png	0.999941	0.004450	-0.001219	-0.009830	0.339511	0.504225	0.130969
912	traj_0000/img/image_1_1750.png	0.999950	0.003625	-0.001620	-0.009225	0.342644	0.496549	0.130804
915	traj_0000/img/image_1_1753.png	0.999959	0.003142	-0.002114	-0.008232	0.345616	0.488484	0.132928
918	traj_0000/img/image_1_1756.png	0.999963	0.004068	-0.001416	-0.007444	0.340092	0.470119	0.129197
921	traj_0000/img/image_1_1759.png	0.999965	0.005861	-0.002124	-0.005639	0.349531	0.472644	0.133530
924	traj_0000/img/image_1_1762.png	0.999972	0.004837	-0.002686	-0.004976	0.354465	0.464210	0.133863
927	traj_0000/img/image_1_1765.png	0.999964	0.005469	-0.001745	-0.006192	0.359263	0.453602	0.131569
930	traj_0000/img/image_1_1768.png	0.999963	0.005273	-0.001679	-0.006558	0.355014	0.435211	0.127241
933	traj_0000/img/image_1_1771.png	0.999965	0.004376	-0.000468	-0.007066	0.364106	0.434068	0.125407
936	traj_0000/img/image_1_1774.png	0.999972	0.001013	-0.001048	-0.007319	0.365916	0.423940	0.125794
939	traj_0000/img/image_1_1777.png	0.999967	-0.000136	0.000012	-0.008145	0.367501	0.414045	0.128229
942	traj_0000/img/image_1_1780.png	0.999966	-0.000309	0.000091	-0.008229	0.361336	0.397489	0.127687
945	traj_0000/img/image_1_1783.png	0.999962	-0.000700	0.000728	-0.008643	0.370093	0.398668	0.130307
948	traj_0000/img/image_1_1786.png	0.999946	0.001368	0.003980	-0.009488	0.370458	0.393043	0.130499
951	traj_0000/img/image_1_1789.png	0.999932	0.000745	0.004224	-0.010842	0.369274	0.388423	0.129556
954	traj_0000/img/image_1_1792.png	0.999932	0.001518	0.003570	-0.010957	0.361544	0.377751	0.125006
957	traj_0000/img/image_1_1795.png	0.999924	0.002870	0.003515	-0.011455	0.368522	0.383089	0.124014
960	traj_0000/img/image_1_1798.png	0.999938	0.001107	0.001375	-0.010991	0.369437	0.380653	0.120829
963	traj_0000/img/image_1_1801.png	0.999946	0.000528	-0.000376	-0.010360	0.371346	0.378325	0.117609
966	traj_0000/img/image_1_1804.png	0.999947	0.002711	-0.000092	-0.009892	0.366023	0.368786	0.111451
969	traj_0000/img/image_1_1807.png	0.999924	0.006977	0.000488	-0.010184	0.375744	0.374711	0.107584
972	traj_0000/img/image_1_1810.png	0.999930	0.006926	0.000522	-0.009562	0.378361	0.372589	0.097380
975	traj_0000/img/image_1_1813.png	0.999921	0.007703	0.000050	-0.009934	0.382423	0.367908	0.084173
978	traj_0000/img/image_1_1816.png	0.999911	0.009100	-0.000847	-0.009767	0.379260	0.356345	0.068777
981	traj_0000/img/image_1_1819.png	0.999908	0.009292	-0.000027	-0.009851	0.392297	0.357091	0.057185
984	traj_0000/img/image_1_1822.png	0.999901	0.010490	-0.000118	-0.009333	0.396483	0.349686	0.044403
987	traj_0000/img/image_1_1825.png	0.999892	0.009990	-0.001854	-0.010580	0.530316	0.444720	0.039423
990	traj_0000/img/image_1_1828.png	0.999977	0.002129	-0.002634	-0.005903	0.407386	0.325959	0.021810
993	traj_0000/img/image_1_1831.png	0.999987	-0.000600	-0.002303	-0.004515	0.547591	0.410125	0.030703
996	traj_0000/img/image_1_1834.png	0.999996	-0.000269	0.000424	-0.002795	0.421165	0.294674	0.028737
999	traj_0000/img/image_1_1837.png	0.999990	0.003011	0.000054	-0.003163	0.428318	0.280656	0.035959
1002	traj_0000/img/image_1_1840.png	0.999921	0.011773	-0.001718	-0.003998	0.437076	0.267108	0.040314
1005	traj_0000/img/image_1_1843.png	0.999985	0.003288	-0.002698	-0.003403	0.434399	0.246550	0.036748
1008	traj_0000/img/image_1_1846.png	0.999965	-0.006356	-0.003481	-0.004145	0.604639	0.310959	0.057050
1011	traj_0000/img/image_1_1849.png	0.999936	-0.011081	-0.001522	-0.001703	0.457942	0.215102	0.058355
1014	traj_0000/img/image_1_1852.png	0.999975	-0.006988	0.000527	-0.001157	0.453999	0.198339	0.073075
1017	traj_0000/img/image_1_1855.png	0.999992	-0.000392	-0.001906	-0.003463	0.629273	0.252219	0.119807
1020	traj_0000/img/image_1_1858.png	0.999942	-0.000792	-0.005481	-0.009243	0.792960	0.287778	0.176469
1023	traj_0000/img/image_1_1861.png	0.999903	0.000397	-0.008052	-0.011358	0.638347	0.218485	0.160144
1026	traj_0000/img/image_1_1864.png	0.999841	0.009256	-0.003610	-0.014802	0.640090	0.214920	0.172820
1029	traj_0000/img/image_1_1867.png	0.999777	0.011055	-0.002941	-0.017729	0.648042	0.218230	0.191150
1032	traj_0000/img/image_1_1870.png	0.999763	0.010772	-0.000918	-0.018876	0.633963	0.216243	0.203179
1035	traj_0000/img/image_1_1873.png	0.999842	0.007616	-0.000169	-0.016040	0.474867	0.167461	0.161388
1038	traj_0000/img/image_1_1876.png	0.999821	0.005890	0.000114	-0.017971	0.472069	0.168187	0.166960
1041	traj_0000/img/image_1_1879.png	0.999675	0.004841	0.001356	-0.024999	0.618101	0.219822	0.223994
1044	traj_0000/img/image_1_1882.png	0.999787	0.003545	-0.000030	-0.020335	0.461406	0.173898	0.170080
1047	traj_0000/img/image_1_1885.png	0.999746	0.005604	0.001138	-0.021786	0.447404	0.175689	0.162831
1050	traj_0000/img/image_1_1888.png	0.999448	0.011433	-0.002136	-0.031105	0.606950	0.245484	0.221139
1053	traj_0000/img/image_1_1891.png	0.999709	0.009294	-0.001867	-0.022177	0.437829	0.192216	0.157749
1056	traj_0000/img/image_1_1894.png	0.999681	0.009767	-0.001971	-0.023202	0.445419	0.199134	0.163450
1059	traj_0000/img/image_1_1897.png	0.999664	0.009950	-0.002097	-0.023832	0.443008	0.201222	0.165860
1062	traj_0000/img/image_1_1900.png	0.998610	0.020419	-0.002602	-0.048514	0.882602	0.384671	0.335559
1065	traj_0000/img/image_1_1903.png	0.999411	0.011939	-0.001901	-0.032127	0.570999	0.266522	0.221713
1068	traj_0000/img/image_1_1906.png	0.999148	0.011057	-0.000327	-0.039752	0.714128	0.323088	0.274696
1071	traj_0000/img/image_1_1909.png	0.999689	0.003093	-0.000411	-0.024728	0.425004	0.199315	0.166074
1074	traj_0000/img/image_1_1912.png	0.999687	0.002688	0.000625	-0.024858	0.415362	0.194890	0.166945
1077	traj_0000/img/image_1_1915.png	0.999642	0.006912	-0.000444	-0.025830	0.423469	0.198589	0.176416
1080	traj_0000/img/image_1_1918.png	0.999622	0.010095	-0.000252	-0.025584	0.423840	0.198965	0.179296
1083	traj_0000/img/image_1_1921.png	0.999619	0.009892	-0.000443	-0.025770	0.425395	0.199617	0.179566
1086	traj_0000/img/image_1_1924.png	0.999651	0.008023	-0.001863	-0.025114	0.417818	0.196618	0.173868
1089	traj_0000/img/image_1_1927.png	0.999664	0.005899	-0.001339	-0.025225	0.429155	0.200489	0.175975
1092	traj_0000/img/image_1_1930.png	0.999673	0.002642	-0.001939	-0.025378	0.432971	0.199489	0.177126
1095	traj_0000/img/image_1_1933.png	0.999675	0.001711	-0.001004	-0.025411	0.435821	0.199472	0.178442
1098	traj_0000/img/image_1_1936.png	0.999703	0.003715	-0.001402	-0.024029	0.430130	0.196762	0.175316
1101	traj_0000/img/image_1_1939.png	0.999724	0.005513	-0.002454	-0.022699	0.443456	0.203464	0.179531
1104	traj_0000/img/image_1_1942.png	0.999753	0.004857	-0.002600	-0.021534	0.448004	0.204258	0.175213
1107	traj_0000/img/image_1_1945.png	0.999767	0.005737	-0.002472	-0.020657	0.452665	0.205263	0.171196
1110	traj_0000/img/image_1_1948.png	0.999793	0.006725	-0.003159	-0.018934	0.449221	0.202755	0.165516
1113	traj_0000/img/image_1_1951.png	0.999779	0.008120	-0.002681	-0.019189	0.466759	0.205818	0.165784
1116	traj_0000/img/image_1_1954.png	0.999794	0.007725	-0.002613	-0.018610	0.475247	0.204617	0.159854
1119	traj_0000/img/image_1_1957.png	0.999825	0.005502	-0.003435	-0.017520	0.483944	0.202470	0.153824
1122	traj_0000/img/image_1_1960.png	0.999860	0.001886	-0.003690	-0.016225	0.482115	0.195640	0.146091
1125	traj_0000/img/image_1_1963.png	0.999772	0.000521	-0.006238	-0.020435	0.673291	0.258202	0.196591
1128	traj_0000/img/image_1_1966.png	0.999806	0.000269	-0.004696	-0.019102	0.676723	0.251961	0.191489
1131	traj_0000/img/image_1_1969.png	0.999815	0.001995	-0.008588	-0.017088	0.692389	0.247801	0.190676
1134	traj_0000/img/image_1_1972.png	0.999927	0.002625	-0.007042	-0.009468	0.533173	0.187347	0.134136
1137	traj_0000/img/image_1_1975.png	0.999941	-0.000613	-0.007892	-0.007501	0.541970	0.181547	0.128635
1140	traj_0000/img/image_1_1978.png	0.999953	-0.000225	-0.008448	-0.004852	0.549545	0.174601	0.123026
1143	traj_0000/img/image_1_1981.png	0.999977	-0.000456	-0.005958	-0.003311	0.559012	0.164152	0.116022
1146	traj_0000/img/image_1_1984.png	0.999985	-0.000580	-0.004495	-0.002940	0.554938	0.149863	0.109098
1149	traj_0000/img/image_1_1987.png	0.999985	-0.000631	-0.004433	-0.003186	0.571537	0.143111	0.107770
1152	traj_0000/img/image_1_1990.png	0.999981	-0.000588	-0.005256	-0.003170	0.575948	0.134323	0.105681
1155	traj_0000/img/image_1_1993.png	0.999975	-0.000256	-0.005884	-0.003838	0.580273	0.124820	0.102268
1158	traj_0000/img/image_1_1996.png	0.999975	-0.000310	-0.005987	-0.003703	0.571550	0.114580	0.096041
1161	traj_0000/img/image_1_1999.png	0.999981	-0.000222	-0.005846	-0.001925	0.586156	0.110219	0.094341
